standort_name,standort,dealer_vehicle_number,kom_nr,jahreswagenkz,vfw_status,kennzeichen,vin,marke,modell,ez,km,antriebsart,versteuerung_hinweis,listenpreis_netto,empf_vk_preis,modell_netto_preis,upe_brutto,upe_quelle,geldwert_vorteil_monat,eingang,abmeldung,verkauft_am
Deggendorf Opel,1,115533,G,L,Kom.Nr. G,REG-BP 444,W0VEFYHYCKJ663135,Opel,Combo Cargo XL Selection 1.5,2020-05-25,42471,,1 %,0.00,0.00,0.00,15055.37,"Grund+Zubehör×1,19",150.55,2023-05-30,2023-05-30,2023-06-20
Deggendorf Opel,1,115537,G,L,Kom.Nr. G,,VXEVFAHKKLZ036291,Opel,Vivaro FlexSpace Doppelkabine,2020-05-11,58492,,1 %,0.00,0.00,0.00,10121.1,"Grund+Zubehör×1,19",101.21,2023-06-01,2023-06-07,2023-06-06
Deggendorf Opel,1,110335,G,,Kom.Nr. G,REG-TC 180,VXKUSHPWKPW025124,Opel,MOKKA ELEGANCE 1.2 6G S/S,2023-04-25,23147,,1 %,0.00,31965.00,23961.34,31965.0,empf.VK,319.65,2023-06-06,,2025-08-26
Deggendorf Opel,1,115541,G,Z,Kom.Nr. G,DEG-PS 580,W0VEFYHT2PJ553693,Opel,Combo Cargo 1.5 Diesel,2023-05-16,31941,,1 %,0.00,0.00,0.00,25490.0,"Grund+Zubehör×1,19",254.9,2023-06-06,,2023-10-13
Deggendorf Opel,1,210137,V,,Kom.Nr. V,PA-SG 811 E,VXKUKZKXZPW036868,Opel,Mokka Electric GS 100 kW,2023-06-09,9000,,"0,5 % / 0,25 % (E/Hybrid)",0.00,44485.00,35235.29,44485.0,empf.VK,222.43,2023-06-06,,2025-07-29
Deggendorf Opel,1,115542,G,L,Kom.Nr. G,REG-I 478,W0VBF6EB0KG364889,Opel,ASTRA 5T DYNAM 1.4(92KW)6G S,2019-05-20,53100,Benzin (allgemein),1 %,0.00,0.00,0.00,9540.29,"Grund+Zubehör×1,19",95.4,2023-06-07,2023-06-06,2023-07-28
Deggendorf Opel,1,115543,G,,Kom.Nr. G,,VF7YDUMFC12935810,Citroën,Jumper,2015-09-21,396000,,1 %,0.00,0.00,0.00,3600.0,"Grund+Zubehör×1,19",36.0,2023-06-09,,2023-06-12
Deggendorf Opel,1,210153,G,X,Verkauft (Jahreswg.Kz. X),DEG-I 1995,VXKUKZKXZPW053342,Opel,Mokka Electric GS 100 kW,2023-06-29,10624,,"0,5 % / 0,25 % (E/Hybrid)",0.00,44235.00,35235.29,44235.0,empf.VK,221.18,2023-06-13,2024-07-24,2024-07-24
Deggendorf Opel,1,115547,G,L,Kom.Nr. G,PAN-MR 201,VXEVFAHXKL7010787,Opel,VIVARO CARG ED 2.0CDTI(110)6,2020-04-28,55500,Diesel,1 %,0.00,0.00,0.00,20186.62,"Grund+Zubehör×1,19",201.87,2023-06-14,,2023-07-06
Deggendorf Opel,1,115548,G,L,Kom.Nr. G,KEH-LE 185,VXKUPHNKKL4132677,Opel,CORSA 5T ELEGANCE 1.2(74)6GS,2020-02-03,43800,Benzin (allgemein),1 %,0.00,0.00,0.00,7292.34,"Grund+Zubehör×1,19",72.92,2023-06-15,2023-06-15,2023-07-07
Deggendorf Opel,1,115552,G,L,Kom.Nr. G,DEG-C 5087,W0V0MAP08K6036956,Opel,ADAM 120 JAHRE 1.4 64KW 5G,2019-03-18,64940,Benzin (allgemein),1 %,0.00,0.00,0.00,8196.9,"Grund+Zubehör×1,19",81.97,2023-06-16,2023-06-14,2023-08-01
Deggendorf Opel,1,115553,G,L,Kom.Nr. G,REG-LN 888,W0V0XEP68K4517241,Opel,CORSA 120J 5T 1.4 (66KW)5G S,2019-10-01,59752,Benzin (allgemein),1 %,0.00,0.00,0.00,10054.75,"Grund+Zubehör×1,19",100.55,2023-06-20,,2023-06-26
Deggendorf Opel,1,115554,G,L,Kom.Nr. G,DGF-TS 96,W0VJC7E8XJB695733,Opel,MOKKA X ON 1.4T(103)6G S/S,2019-03-19,38800,Benzin (allgemein),1 %,0.00,0.00,0.00,12035.92,"Grund+Zubehör×1,19",120.36,2023-06-20,2023-06-22,2023-11-22
Deggendorf Opel,1,110796,V,,Kom.Nr. V,,,,,,6162,,1 %,0.00,52730.00,,52730.0,empf.VK,527.3,2023-06-21,,2024-06-27
Deggendorf Opel,1,115558,G,Z,Kom.Nr. G,DGF-KB 102,W0VERHNS3NJ815317,Opel,Combo Life 1.2 Turbo AT8,2023-03-24,46472,,1 %,0.00,0.00,0.00,28840.0,"Grund+Zubehör×1,19",288.4,2023-06-22,2023-06-19,2023-10-06
Deggendorf Opel,1,115560,G,Z,Kom.Nr. G,REG-A 467,W0VERHNS3NJ815315,Opel,Combo Life 1.2 Turbo AT8,2023-03-24,12291,,1 %,0.00,0.00,0.00,28840.0,"Grund+Zubehör×1,19",288.4,2023-06-22,2023-06-19,2024-01-17
Deggendorf Opel,1,115561,G,L,Kom.Nr. G,DEG-MW 400,VXEVFAHKKLZ061432,Opel,VIVARO CARG ED 2.0CDTI(90)6G,2020-09-17,97725,,1 %,0.00,0.00,0.00,16413.54,"Grund+Zubehör×1,19",164.14,2023-06-23,,2023-06-23
Deggendorf Opel,1,115563,G,L,Kom.Nr. G,DEG-TP 700,VXEVBYHVKLZ025731,Opel,VIVARO CARG ED 1.5CDTI(88)6G,2020-07-02,19827,,1 %,0.00,0.00,0.00,21716.85,"Grund+Zubehör×1,19",217.17,2023-07-06,,2023-07-07
Deggendorf Opel,1,115564,G,L,Kom.Nr. G,REG-AG 440,W0VMS2609LB218791,Opel,Movano Fahrgestell Doppelkabine mit Kipper L3H1 3,2020-07-02,28489,,1 %,0.00,0.00,0.00,19864.09,"Grund+Zubehör×1,19",198.64,2023-07-07,,2023-07-07
Deggendorf Opel,1,115565,G,L,Kom.Nr. G,SR-ES 220,W0V7H9EB7K4217827,Opel,CROSSL X INNOV 1.2(96KW)6G S,2019-03-18,47681,Benzin (allgemein),1 %,0.00,0.00,0.00,12578.59,"Grund+Zubehör×1,19",125.79,2023-07-11,2023-07-07,2023-09-25
Deggendorf Opel,1,115566,G,L,Kom.Nr. G,LA-FW 2101,VXEVEAHXKLZ007996,Opel,Zafira Life Selection L 2.0 Diesel 110 kW (150 PS) Start/S,2019-11-05,162492,,1 %,0.00,0.00,0.00,19285.54,"Grund+Zubehör×1,19",192.86,2023-07-12,,2023-07-12
Deggendorf Opel,1,115567,G,L,Kom.Nr. G,VIT-XM 15,VXEVEEHZ8MZ005402,Opel,ZAF LIF TOUR 2.0CDT(130)AT8S,2020-11-19,78980,,1 %,0.00,0.00,0.00,26921.68,"Grund+Zubehör×1,19",269.22,2023-07-12,,2023-07-26
Deggendorf Opel,1,115571,G,L,Kom.Nr. G,DEG-SR 102,W0VZ45GF5L6006953,Opel,Grandland X Ultimate 1.6 Direct Injection Turbo 133 kW,2020-01-30,59192,Benzin (allgemein),1 %,0.00,0.00,0.00,19397.42,"Grund+Zubehör×1,19",193.97,2023-07-25,2023-07-24,2023-09-18
Deggendorf Opel,1,115573,G,Z,Kom.Nr. G,LAN-CC 55,VXKUPHNEKN4352019,Opel,Corsa 1.2 Turbo Elegance S/S,2022-09-13,28392,,1 %,0.00,0.00,0.00,14801.11,"Grund+Zubehör×1,19",148.01,2023-07-28,,2023-08-21
Deggendorf Opel,1,115574,G,Z,Kom.Nr. G,DEG-U 2002,VXKUPHNEKM4352523,Opel,Corsa 1.2 Turbo Edition S/S,2022-11-28,45550,,1 %,0.00,0.00,0.00,12963.75,"Grund+Zubehör×1,19",129.64,2023-07-28,,2023-08-29
Deggendorf Opel,1,115576,G,L,Kom.Nr. G,,VXEVFEHZ8LZ009109,Opel,VIVARO DOK ED 2.0CDTI(130)AT,2019-09-27,156500,,1 %,0.00,0.00,0.00,15040.81,"Grund+Zubehör×1,19",150.41,2023-07-28,2023-07-13,2023-08-29
Deggendorf Opel,1,110824,V,,Kom.Nr. V,FRG-HH 999,W0VZRHNS7P6034410,Opel,Grandland 1.2 Turbo GS AT8,2023-08-21,12210,Benzin (allgemein),1 %,0.00,43735.00,31680.67,43735.0,empf.VK,437.35,2023-08-01,,2023-09-14
Deggendorf Opel,1,115578,G,L,Kom.Nr. G,DEG-ED 889,W0VZCYHZ1L6037419,Opel,"Grandland X, Business Edition",2020-07-30,79670,,1 %,0.00,0.00,0.00,17011.55,"Grund+Zubehör×1,19",170.12,2023-08-02,,2023-08-02
Deggendorf Opel,1,110454,G,X,Verkauft (Jahreswg.Kz. X),VIT-C 401E,VXKUHZKXZP4203871,Opel,Corsa Electric. ELEGANCE MJ23A 100kW,2024-01-26,4619,,"0,5 % / 0,25 % (E/Hybrid)",0.00,38105.00,30584.03,38105.0,empf.VK,190.53,2023-08-03,2024-10-17,2025-09-30
Deggendorf Opel,1,110863,V,,Kom.Nr. V,DEG-VC 193,VXKUPHNKSP4211484,Opel,Corsa Elegance 1.2 Turbo 74kW AT8 S/S,2023-08-21,17286,Benzin (allgemein),1 %,0.00,29025.00,21630.25,29025.0,empf.VK,290.25,2023-08-03,,2023-08-29
Deggendorf Opel,1,115583,G,Z,Kom.Nr. G,REG-SM 106,W0VZJEHZ1KS032246,Opel,GRANDL.X ULTI 2.0D(132)AT8 S,2019-01-08,43800,Diesel,1 %,0.00,0.00,0.00,23187.42,"Grund+Zubehör×1,19",231.87,2023-08-07,2023-08-08,2023-10-16
Deggendorf Opel,1,115584,G,L,Kom.Nr. G,LAN-NR 78,W0VBD8EB7K8057151,Opel,ASTRA ST 120J 1.4(92KW)6G S/,2019-07-25,58102,,1 %,0.00,0.00,0.00,12705.77,"Grund+Zubehör×1,19",127.06,2023-08-08,2023-08-08,2023-09-11
Deggendorf Opel,1,115585,G,L,Kom.Nr. G,DEG-HF 385,W0VZRHNS7L6008996,Opel,GRANDL.X 120 1.2T(96)MT6 S/S,2020-01-30,49241,,1 %,0.00,0.00,0.00,17976.91,"Grund+Zubehör×1,19",179.77,2023-08-08,2023-08-07,2024-05-03
Deggendorf Opel,1,115586,G,L,Kom.Nr. G,DEG-BK 48,W0V0XEP68K4518112,Opel,CORSA 120J 5T 1.4 (66KW)5G S,2019-11-19,16614,Benzin (allgemein),1 %,0.00,0.00,0.00,10678.48,"Grund+Zubehör×1,19",106.78,2023-08-08,,2023-08-23
Deggendorf Opel,1,115587,G,L,Kom.Nr. G,DEG-RK 700,VXEVFEHZ8L7038542,Opel,VIVARO CAR IN 2.0CDTI(130)AT,2020-08-06,140097,,1 %,0.00,0.00,0.00,25620.55,"Grund+Zubehör×1,19",256.21,2023-08-08,2023-08-07,2023-09-20
Deggendorf Opel,1,110673,V,,Kom.Nr. V,REG-SH 78,VXKUPHNEKP4198687,Opel,Corsa GS 1.2 Direct Turbo 74kW,2023-08-21,15438,Benzin (allgemein),1 %,0.00,26215.00,20327.73,26215.0,empf.VK,262.15,2023-08-11,,2023-09-11
Deggendorf Opel,1,110180,G,X,Verkauft (Jahreswg.Kz. X),DGF-PP 19,W0VZT8GP4M1001688,Opel,INSI ST ULTI 2.0D(128)AT8 S/,2020-10-27,129460,,1 %,0.00,48775.00,0.00,48775.0,empf.VK,487.75,2023-08-14,2023-08-14,2023-08-21
Deggendorf Opel,1,115594,G,L,Kom.Nr. G,REG-F 1968,W0VJD7E81K4346639,Opel,MOKKA X 120J 1.4T(103)6G S/S,2019-05-24,20000,Benzin (allgemein),1 %,0.00,0.00,0.00,15561.18,"Grund+Zubehör×1,19",155.61,2023-08-18,2023-08-21,2023-10-24
Deggendorf Opel,1,115595,G,L,Kom.Nr. G,DAN-T 1929,W0V0XEP68K4178158,Opel,CORSA 120YR 5T B14XEL AT 90P,2019-02-19,50000,Benzin (allgemein),1 %,0.00,0.00,0.00,8576.45,"Grund+Zubehör×1,19",85.76,2023-08-21,,2023-08-22
Deggendorf Opel,1,115591,G,L,Kom.Nr. G,DEG-SJ 234,VXEVEEHZ8L7027220,Opel,ZAF LIFE INNO 2.0CDTI(130)AT,2020-03-19,76369,Diesel,1 %,0.00,0.00,0.00,26334.18,"Grund+Zubehör×1,19",263.34,2023-08-25,,2023-08-25
Deggendorf Opel,1,115590,G,L,Kom.Nr. G,TIR-RE 953,W0VJD7E80KB952980,Opel,MOKKA X 120J 1.4T(103)6G S/S,2019-09-11,34000,Benzin (allgemein),1 %,0.00,0.00,0.00,14797.13,"Grund+Zubehör×1,19",147.97,2023-08-28,,2023-08-28
Deggendorf Opel,1,115596,G,L,Kom.Nr. G,DEG-IH 33,W0VBF8EB5K8023624,Opel,Astra Sports Tourer Dynamic 1.4 Direct Injection Turbo 92,2019-03-28,43000,Benzin (allgemein),1 %,0.00,0.00,0.00,12717.57,"Grund+Zubehör×1,19",127.18,2023-08-28,,2023-08-28
Deggendorf Opel,1,110090,G,X,Verkauft (Jahreswg.Kz. X),DEG-E 5865,W0VBE8ET9N8032861,Opel,ASTRA ST ELEG 1.4(107)CVT S/,2022-02-03,46238,,1 %,0.00,32450.00,0.00,32450.0,empf.VK,324.5,2023-08-30,2023-08-31,2023-09-13
Deggendorf Opel,1,115600,G,L,Kom.Nr. G,DGF-SK 3,VXKUSHNSSMW003890,Opel,MOKKA GS LINE 1.2(96KW)AT8 S,2021-03-16,20317,Benzin (allgemein),1 %,0.00,0.00,0.00,19979.14,"Grund+Zubehör×1,19",199.79,2023-08-31,2023-08-24,2023-10-04
Deggendorf Opel,1,115601,G,L,Kom.Nr. G,REG-Q 801,W0VBE8ES9L8037014,Opel,ASTRA ST B ELEG 1.2(96)6G S/,2020-11-26,8420,,1 %,0.00,0.00,0.00,16694.88,"Grund+Zubehör×1,19",166.95,2023-09-01,,2023-09-01
Deggendorf Opel,1,115602,G,L,Kom.Nr. G,SR-SN 57,W0VBF8EB5K8059278,Opel,ASTRA ST DYNAM 1.4(92KW)6G S,2019-08-20,67652,Benzin (allgemein),1 %,0.00,0.00,0.00,12180.84,"Grund+Zubehör×1,19",121.81,2023-09-04,,2023-09-04
Deggendorf Opel,1,115606,G,L,Kom.Nr. G,,W0VJC7EC2J4393460,Opel,"Mokka X Edition 1.6 Diesel, 1 Mokka",2018-08-21,117144,,1 %,0.00,0.00,0.00,2500.0,"Grund+Zubehör×1,19",25.0,2023-09-07,2023-09-07,2023-09-07
Deggendorf Opel,1,115607,G,L,Kom.Nr. G,DEG-ED 340,W0VF7E609HV667549,Opel,Vivaro Sport Doppelkabine 1.6 BiTurbo CDTi 107 kW,2018-09-24,90000,Diesel,1 %,0.00,0.00,0.00,13084.36,"Grund+Zubehör×1,19",130.84,2023-09-07,,2023-09-07
Deggendorf Opel,1,115605,G,Z,Kom.Nr. G,DEG-D 679,VXKFPHNSTN1057644,Opel,Astra GS 1.2 Turbo AT8,2023-03-28,19207,,1 %,0.00,0.00,27588.24,32830.01,"Modell Netto×1,19",328.3,2023-09-08,,2023-09-21
Deggendorf Opel,1,115608,G,L,Kom.Nr. G,DEG-KM 240,W0VMR4603LB224612,Opel,Movano Doppelkabine 2.3 Diese,2020-08-20,111849,,1 %,0.00,0.00,0.00,13160.95,"Grund+Zubehör×1,19",131.61,2023-09-14,,2023-09-14
Deggendorf Opel,1,115609,G,L,Kom.Nr. G,DEG-KM 230,W0VMR4605LB224871,Opel,Movano Doppelkabine 2.3 Diese,2020-08-20,121142,,1 %,0.00,0.00,0.00,8015.48,"Grund+Zubehör×1,19",80.15,2023-09-14,,2023-09-14
Deggendorf Opel,1,115610,G,L,Kom.Nr. G,KN-EL 966,W0VJD7E87KB906482,Opel,MOKKA X INNO 1.4T(103)6G S/S,2019-07-15,35200,Benzin (allgemein),1 %,0.00,0.00,0.00,13618.05,"Grund+Zubehör×1,19",136.18,2023-09-14,2023-09-14,2024-01-29
Deggendorf Opel,1,115612,G,L,Kom.Nr. G,,W0V7H9EB1L4014286,Opel,CROSSL X INNOV 1.2(96KW)6G S,2019-12-13,26000,Benzin (allgemein),1 %,0.00,0.00,0.00,13269.71,"Grund+Zubehör×1,19",132.7,2023-09-18,2023-08-28,2023-11-17
Deggendorf Opel,1,115589,G,L,Kom.Nr. G,DEG-OA 301,W0V0XEP68K4444946,Opel,CORSA 120J 5T 1.4 (66KW) 5G,2019-07-30,53023,Benzin (allgemein),1 %,0.00,0.00,0.00,7902.37,"Grund+Zubehör×1,19",79.02,2023-09-19,,2023-09-19
Deggendorf Opel,1,115613,G,L,Kom.Nr. G,REG-VB 695,W0VBF6EB0KG388237,Opel,ASTRA 5T DYNAM 1.4(92KW)6G S,2019-11-18,33904,Benzin (allgemein),1 %,0.00,0.00,0.00,11953.12,"Grund+Zubehör×1,19",119.53,2023-09-19,,2023-09-19
Deggendorf Opel,1,115614,G,L,Kom.Nr. G,REG-RS 294,W0V0XEP68K4435287,Opel,CORSA 120J 5T 1.4 (66KW) 5G,2019-07-29,50000,Benzin (allgemein),1 %,0.00,0.00,0.00,7638.97,"Grund+Zubehör×1,19",76.39,2023-09-19,,2023-09-19
Deggendorf Opel,1,115615,G,,Kom.Nr. G,,W0VF7D605JV645404,Opel,VIVARO KAWA ED 1.6D 92KW SS,2019-02-08,152000,Diesel,1 %,0.00,0.00,0.00,8500.0,"Grund+Zubehör×1,19",85.0,2023-09-21,2023-09-21,2023-09-22
Deggendorf Opel,1,115616,G,L,Kom.Nr. G,DEG-AE 390,VXEVEEHZ8MZ001402,Opel,ZAF LIFE EDITI 2.0CDT(130)AT,2020-09-22,169732,,1 %,0.00,0.00,0.00,31107.64,"Grund+Zubehör×1,19",311.08,2023-09-21,,2023-09-26
Deggendorf Opel,1,115617,G,L,Kom.Nr. G,DEG-MS 560,VXKUKZKXZNW119276,Opel,MOKKA-E GS LINE ELEKTRO(100KW),2022-12-29,9821,,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,32420.17,38580.0,"Modell Netto×1,19",192.9,2023-09-22,,2023-09-25
Deggendorf Opel,1,115581,G,L,Kom.Nr. G,DEG-WJ 20,W0V0XEP68K4146400,Opel,CORSA 120YR 5T B14NEJ 6G 100,2019-05-20,40673,Benzin (allgemein),1 %,0.00,0.00,0.00,8386.99,"Grund+Zubehör×1,19",83.87,2023-09-26,2023-09-26,2023-10-23
Deggendorf Opel,1,115620,G,L,Kom.Nr. G,SR-GX 74,W0V0XEP68K4503152,Opel,CORSA 120J 5T 1.4 (66KW)5G S,2019-09-16,26500,Benzin (allgemein),1 %,0.00,0.00,0.00,7252.73,"Grund+Zubehör×1,19",72.53,2023-09-27,2023-09-27,2024-01-15
Deggendorf Opel,1,115320,G,L,Kom.Nr. G,,W0VZJEHZ1KS232060,Opel,"Grandland X, Business Innovat",2019-07-08,45900,,1 %,0.00,0.00,0.00,18093.13,"Grund+Zubehör×1,19",180.93,2023-09-28,2023-09-25,2023-10-06
Deggendorf Opel,1,115623,G,L,Kom.Nr. G,,W0VMRS608KB166600,Opel,MOVANO KAWA 2.3BT 107KW S/S,2018-12-04,126022,Diesel,1 %,0.00,0.00,0.00,7815.98,"Grund+Zubehör×1,19",78.16,2023-10-06,,2023-10-06
Deggendorf Opel,1,115632,G,L,Kom.Nr. G,S-OH 68,VXEVFAHXKLZ007410,Opel,VIVARO CARG ED 2.0CDTI(110)6,2019-08-19,55300,Diesel,1 %,0.00,0.00,0.00,16475.84,"Grund+Zubehör×1,19",164.76,2023-10-10,2023-10-06,2023-11-10
Deggendorf Opel,1,115635,G,L,Kom.Nr. G,,,,,,115950,,1 %,0.00,0.00,,18264.12,"Grund+Zubehör×1,19",182.64,2023-10-11,,2023-10-11
Deggendorf Opel,1,115636,G,L,Kom.Nr. G,REG-I 1027,VXEVEEHZ8MZ002078,Opel,ZAF LIFE EDITI 2.0CDT(130)AT,2020-10-15,73759,,1 %,0.00,0.00,0.00,30414.95,"Grund+Zubehör×1,19",304.15,2023-10-12,,2023-10-24
Deggendorf Opel,1,115625,G,Z,Kom.Nr. G,ED-M 2311,VXKUPHNEKN4278887,Opel,CORSA 5T EDI 1.2(74KW)6G SS,2022-06-28,42927,,1 %,0.00,0.00,0.00,14157.5,"Grund+Zubehör×1,19",141.58,2023-10-13,,2023-11-09
Deggendorf Opel,1,115626,G,Z,Kom.Nr. G,,VXKUPHNEKN4317495,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2022-07-25,12300,Super bleifrei,1 %,0.00,0.00,18336.13,21819.99,"Modell Netto×1,19",218.2,2023-10-13,,2024-04-12
Deggendorf Opel,1,115639,G,L,Kom.Nr. G,DEG-ED 300,W0VMS2603LB221671,Opel,Movano Fahrgestell Doppelkabine mit Kipper L3H1 3,2020-08-13,96633,,1 %,0.00,0.00,0.00,24560.33,"Grund+Zubehör×1,19",245.6,2023-10-16,,2023-10-26
Deggendorf Opel,1,115640,G,L,Kom.Nr. G,DGF-YS 4,W0V0XEP68K4517166,Opel,CORSA 120J 5T 1.4 (66KW)5G S,2019-09-30,38889,Benzin (allgemein),1 %,0.00,0.00,0.00,8524.53,"Grund+Zubehör×1,19",85.25,2023-10-17,2023-10-17,2023-11-15
Deggendorf Opel,1,110875,G,X,Verkauft (Jahreswg.Kz. X),DGF-XR 321,VXKFPHNSLP1072838,Opel,Astra 5-trg. Elegance 1.2 Turbo 96kW MT-6  S/S,2023-11-14,25336,Benzin (allgemein),1 %,0.00,34405.00,25630.25,34405.0,empf.VK,344.05,2023-10-18,,2025-10-31
Deggendorf Opel,1,115624,G,Z,Kom.Nr. G,REG-Q 399,VXKUPHNEKN4361071,Opel,Corsa 5-trg. Edition 1.2 (74kW) 6G S/S,2023-02-20,25500,,1 %,0.00,0.00,16521.01,19660.0,"Modell Netto×1,19",196.6,2023-10-18,,2024-04-09
Deggendorf Opel,1,115643,G,L,Kom.Nr. G,SR-LP 705,W0V0XEP08K4510166,Opel,"Corsa Color Edition 3-Türer 1.4 Turbo, 110 kW (150 PS) Sta",2019-10-08,60745,,1 %,0.00,0.00,0.00,9723.04,"Grund+Zubehör×1,19",97.23,2023-10-19,2023-10-20,2023-11-15
Deggendorf Opel,1,115631,G,Z,Kom.Nr. G,CHA-MH 183,VXKUPHNEKN4165794,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2022-03-18,25822,,1 %,0.00,0.00,0.00,14679.73,"Grund+Zubehör×1,19",146.8,2023-10-20,,2023-12-28
Deggendorf Opel,1,115634,G,Z,Kom.Nr. G,DEG-DA 509,VXKUPHNEKN4274149,Opel,CORSA 5T GS LI 1.2(74KW)6G S,2022-06-23,20649,Super bleifrei,1 %,0.00,0.00,18798.32,22370.0,"Modell Netto×1,19",223.7,2023-10-20,,2024-01-09
Deggendorf Opel,1,110883,V,,Kom.Nr. V,DEG-CO 220,VXKUPHNEKP4242325,Opel,Corsa 1.2 GS 74 kW Start/Stop,2023-10-26,14577,,1 %,0.00,25705.00,20445.38,25705.0,empf.VK,257.05,2023-10-23,,2024-02-01
Deggendorf Opel,1,115649,G,Z,Kom.Nr. G,,W0VZT8GH7L1000672,Opel,Insignia Sports Tourer Business Innovation 2.0 BiTurb,2019-08-30,116000,,1 %,0.00,0.00,0.00,3500.0,"Grund+Zubehör×1,19",35.0,2023-10-23,2023-10-24,2023-10-27
Deggendorf Opel,1,115638,G,L,Kom.Nr. G,R-SN 53,W0VBE6ESXLG045889,Opel,ASTRA 5T ELEG 1.2(96KW)6G S/,2020-04-30,22200,,1 %,0.00,0.00,0.00,13463.52,"Grund+Zubehör×1,19",134.64,2023-10-24,2023-10-16,2023-12-18
Deggendorf Opel,1,115650,G,L,Kom.Nr. G,REG-G 1059,W0V0XEP68K4502291,Opel,CORSA 120YR 5T B14NEJ 6G 100,2019-09-12,40500,Benzin (allgemein),1 %,0.00,0.00,0.00,8567.4,"Grund+Zubehör×1,19",85.67,2023-10-24,,2023-10-24
Deggendorf Opel,1,115651,G,L,Kom.Nr. G,,W0VZX8GR2M1003445,Opel,Insignia Sports Tourer GSI 2.0T AT9 AWD,2020-10-27,42200,,1 %,0.00,0.00,0.00,30520.66,"Grund+Zubehör×1,19",305.21,2023-10-24,2023-10-13,2024-03-26
Deggendorf Opel,1,115652,G,L,Kom.Nr. G,DEG-Q 1831,W0VZS8GB2L1021850,Opel,Insignia Sports Tourer Dynami,2020-02-24,60215,,1 %,0.00,0.00,0.00,20488.05,"Grund+Zubehör×1,19",204.88,2023-10-24,,2023-10-24
Deggendorf Opel,1,115654,G,L,Kom.Nr. G,,W0VJ7E604JV631932,Opel,VIVARO COMBI 1.6D 107KW SS,2018-05-03,160699,Diesel,1 %,0.00,0.00,0.00,,,,2023-10-26,,2023-11-02
Deggendorf Opel,1,115655,G,L,Kom.Nr. G,MUC-M 1311,W0V0XEP68K4510281,Opel,CORSA 120YR 5T B14NEJ 6G 100,2019-09-24,53300,Benzin (allgemein),1 %,0.00,0.00,0.00,7703.05,"Grund+Zubehör×1,19",77.03,2023-10-26,2023-10-26,2023-12-06
Deggendorf Opel,1,115645,G,Z,Kom.Nr. G,REG-SE 313,VXKUPHNEKN4264982,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2022-06-15,21500,,1 %,0.00,0.00,0.00,14157.92,"Grund+Zubehör×1,19",141.58,2023-10-27,,2024-03-01
Deggendorf Opel,1,115648,G,Z,Kom.Nr. G,DGF-GM 470,VXKUPHNEKM4343227,Opel,CORSA 5T EDI 1.2(74KW)6G SS,2021-11-22,39719,,1 %,0.00,0.00,0.00,12389.58,"Grund+Zubehör×1,19",123.9,2023-10-27,,2023-11-30
Deggendorf Opel,1,115657,G,L,Kom.Nr. G,DEG-D 112,VXEVFAHKKL7045141,Opel,VIVARO CARG ED 2.0CDTI(90)6G,2020-10-08,49500,,1 %,0.00,0.00,0.00,19105.25,"Grund+Zubehör×1,19",191.05,2023-10-27,2023-10-25,2024-02-07
Deggendorf Opel,1,110719,V,,Kom.Nr. V,NP-SM 287,W0VZRHNS9P6045845,Opel,Grandland 1.2 Turbo GS AT8,2024-01-04,5600,Benzin (allgemein),1 %,0.00,45095.00,31680.67,45095.0,empf.VK,450.95,2023-10-30,,2024-04-15
Deggendorf Opel,1,115627,G,L,Kom.Nr. G,REG-FJ 112,W0VZRHNS9KS256222,Opel,"Grandland X, 120 Jahre 1.2 Di",2019-08-19,40200,,1 %,0.00,0.00,0.00,14141.91,"Grund+Zubehör×1,19",141.42,2023-10-30,,2024-10-31
Deggendorf Opel,1,115658,G,L,Kom.Nr. G,REG-MW 54,W0VZ45GF5L6049737,Opel,"Grandland X, Ultimate 1.6 Direct Injection Turbo, 133 kW",2020-10-29,61159,,1 %,0.00,0.00,0.00,20389.9,"Grund+Zubehör×1,19",203.9,2023-10-30,2023-10-26,2023-12-12
Deggendorf Opel,1,115633,G,Z,Kom.Nr. G,GRA-BM 95,VXKUPHNEKN4363430,Opel,CORSA 5T EDI 1.2(74KW)6G SS,2022-09-26,42285,,1 %,0.00,0.00,0.00,12908.0,"Grund+Zubehör×1,19",129.08,2023-10-31,,2023-11-20
Deggendorf Opel,1,115663,G,L,Kom.Nr. G,DEG-ED 760,W0VZJEHZ8LS225723,Opel,"Grandland X, Business Innovat",2020-10-26,133101,,1 %,0.00,0.00,0.00,18575.54,"Grund+Zubehör×1,19",185.76,2023-10-31,,2023-10-31
Deggendorf Opel,1,115664,G,L,Kom.Nr. G,DEG-C 2210,VXEVEEHZ8MZ003706,Opel,ZAFI LIFE ELEG 2.0CDT(130)AT,2020-10-20,99925,,1 %,0.00,0.00,0.00,39726.38,"Grund+Zubehör×1,19",397.26,2023-11-02,2023-10-24,2025-05-14
